
här,0,1,0.010869565217391304,1
i,0,1,0.05434782608695652,1
det,0,1,0.02717391304347826,1
hårdaste,0,1,0.010869565217391304,1
"stål,",0,1,0.010869565217391304,1
det,0,1,0.02717391304347826,1
är,0,1,0.010869565217391304,1
Dygd,0,1,0.010869565217391304,1
i,0,1,0.05434782608695652,1
uthärdande;,0,1,0.010869565217391304,1
ty,0,1,0.016304347826086956,1
tappre,0,1,0.016304347826086956,1
barde,0,1,0.010869565217391304,1
Män,0,1,0.010869565217391304,1
äro,0,1,0.010869565217391304,1
Spaka,0,1,0.010869565217391304,1
som,0,1,0.03804347826086957,1
däggande,0,1,0.010869565217391304,1
Lamb,0,1,0.010869565217391304,1
och,0,1,0.03804347826086957,1
tappre,0,1,0.016304347826086956,1
som,0,1,0.03804347826086957,1
ifriga,0,1,0.010869565217391304,1
Leijon.,0,1,0.010869565217391304,1
Hiertskott.,0,1,0.010869565217391304,1
Wår,0,1,0.010869565217391304,1
Lärda,0,1,0.010869565217391304,1
har,0,1,0.010869565217391304,1
denna,0,1,0.010869565217391304,1
gången,0,1,0.010869565217391304,1
gripit,0,1,0.010869565217391304,1
til,0,1,0.010869565217391304,1
Rim-fiädren:,0,1,0.010869565217391304,1
Bort,0,1,0.010869565217391304,1
med,0,1,0.010869565217391304,1
ett,0,1,0.016304347826086956,1
"land,",0,1,0.016304347826086956,1
der,0,1,0.016304347826086956,1
barnetuckt,0,1,0.010869565217391304,1
och,0,1,0.03804347826086957,1
snillebragd,0,1,0.010869565217391304,1
"förswinner,",0,1,0.010869565217391304,1
Der,0,1,0.016304347826086956,1
högfärd,0,1,0.010869565217391304,1
lättian,0,1,0.010869565217391304,1
tar,0,1,0.010869565217391304,1
i,0,1,0.05434782608695652,1
"famn,",0,1,0.010869565217391304,1
der,0,1,0.016304347826086956,1
dumhet,0,1,0.010869565217391304,1
frälse,0,1,0.010869565217391304,1
"winner,",0,1,0.010869565217391304,1
Der,0,1,0.016304347826086956,1
fräckt,0,1,0.010869565217391304,1
förakt,0,1,0.010869565217391304,1
för,0,1,0.010869565217391304,1
lärdom,0,1,0.010869565217391304,1
"bor,",0,1,0.010869565217391304,1
ty,0,1,0.016304347826086956,1
i,0,1,0.05434782608695652,1
ett,0,1,0.016304347826086956,1
sådant,0,1,0.010869565217391304,1
"land,",0,1,0.016304347826086956,1
Tar,0,1,0.010869565217391304,1
allmän,0,1,0.010869565217391304,1
blindhet,0,1,0.010869565217391304,1
slutelig,0,1,0.010869565217391304,1
Rikztömmen,0,1,0.010869565217391304,1
i,0,1,0.05434782608695652,1
sin,0,1,0.010869565217391304,1
hand.,0,1,0.010869565217391304,1
Då,0,1,0.016304347826086956,1
blir,0,1,0.010869565217391304,1
i,0,1,0.05434782608695652,1
Folket,0,1,0.010869565217391304,1
"öfwerdåd,",0,1,0.010869565217391304,1
som,0,1,0.03804347826086957,1
altid,0,1,0.010869565217391304,1
slutes,0,1,0.010869565217391304,1
"illa,",0,1,0.010869565217391304,1
I,0,1,0.016304347826086956,1
Himla-läran,0,1,0.010869565217391304,1
"wankelmod,",0,1,0.010869565217391304,1
i,0,1,0.05434782608695652,1
Sedoläran,0,1,0.010869565217391304,1
"willa,",0,1,0.010869565217391304,1
I,0,1,0.016304347826086956,1
dryga,0,1,0.010869565217391304,1
syslor,0,1,0.010869565217391304,1
Poikar,0,1,0.010869565217391304,1
och,0,1,0.03804347826086957,1
i,0,1,0.05434782608695652,1
ringa,0,1,0.010869565217391304,1
mogne,0,1,0.010869565217391304,1
"Män,",0,1,0.010869565217391304,1
Och,0,1,0.010869565217391304,1
hela,0,1,0.010869565217391304,1
werket,0,1,0.010869565217391304,1
rusar,0,1,0.010869565217391304,1
"kull,",0,1,0.010869565217391304,1
det,0,1,0.02717391304347826,1
byggs,0,1,0.010869565217391304,1
ey,0,1,0.016304347826086956,1
lätt,0,1,0.010869565217391304,1
igän.,0,1,0.010869565217391304,1
"Tänk,",0,1,0.010869565217391304,1
om,0,1,0.010869565217391304,1
det,0,1,0.02717391304347826,1
mörka,0,1,0.010869565217391304,1
"Barbarie,",0,1,0.010869565217391304,1
som,0,1,0.03804347826086957,1
wittra,0,1,0.010869565217391304,1
länder,0,1,0.010869565217391304,1
"swärtat,",0,1,0.010869565217391304,1
Skull,0,1,0.010869565217391304,1
höllia,0,1,0.010869565217391304,1
Sweriges,0,1,0.010869565217391304,1
raska,0,1,0.010869565217391304,1
kropp,0,1,0.010869565217391304,1
och,0,1,0.03804347826086957,1
gå,0,1,0.010869565217391304,1
oss,0,1,0.010869565217391304,1
in,0,1,0.010869565217391304,1
i,0,1,0.05434782608695652,1
"hiärtat,",0,1,0.010869565217391304,1
Då,0,1,0.016304347826086956,1
skull,0,1,0.016304347826086956,1
